area,spell_id,name,rank,family,dmg_class,school_mask,cast_ms,base_cast_ms,gcd_ms,gcd_category,cooldown_ms,category_cooldown_ms,duration_ms,max_duration_ms,stacks,tick_ms,speed,max_targets,binary,channeled,ranged_slot,auto_repeat,resets_swing,haste_gcd,haste_periodic,no_active_defense,always_hit,positive,passive,proc_ppm,proc_chance,proc_icd_ms,triggers,scripts,sim_refs
core deathknight,50401,Razor Frost,,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/core/debuffs.go:868 sim/deathknight/items.go:339 sim/deathknight/items.go:355 +1 more
deathknight,50449,Bloody Vengeance,,10,0,1,0,0,0,0,0,0,30000,30000,3,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/talents_blood.go:274
deathknight,50463,Blood-Caked Strike,,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/deathknight/talents_unholy.go:162
core warlock,50511,Curse of Weakness,Rank 9,5,1,32,0,0,1500,133,0,0,120000,120000,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/core/debuffs.go:630 sim/warlock/curses.go:49
deathknight,50526,Wandering Plague,,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,spell_dk_wandering_plague,sim/deathknight/talents_unholy.go:64
deathknight,50536,Unholy Blight,,15,1,32,0,0,0,0,0,0,10000,10000,0,1000,15,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/deathknight/talents_unholy.go:250
warlock,50589,Immolation Aura,Demon,5,1,4,0,0,1500,133,30000,0,15000,15000,0,1000,0,0,no,no,no,no,no,yes,yes,no,no,no,no,,,,50590,,sim/warlock/metamorphosis.go:59
core,50613,Arcane Torrent,Racial,0,1,64,0,0,0,0,120000,0,2000,2000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/core/racials.go:26
deathknight,50689,Blood Presence,Rank 1,0,1,32,0,0,1500,133,0,0,1800000,1800000,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,0,100,0,1206,,sim/deathknight/presences.go:55 sim/deathknight/presences.go:72 sim/deathknight/presences.go:161 +2 more
deathknight,50842,Pestilence,,15,1,32,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,yes,no,no,no,no,no,,,,,spell_dk_pestilence,sim/deathknight/pestilence.go:8 sim/deathknight/pestilence.go:15
deathknight,50887,Icy Talons,Rank 5,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,58578,,sim/deathknight/talents_frost.go:289
deathknight,51130,Killing Machine,Rank 5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,5,0,0,51124,spell_gen_no_offhand_proc,sim/deathknight/talents_frost.go:160
core,51161,Ebon Plaguebringer,Rank 3,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/core/debuffs.go:320
deathknight,51271,Unbreakable Armor,,15,0,1,0,0,0,0,60000,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/unbreakable_armor.go:16
deathknight,51411,Howling Blast,Rank 4,15,1,16,0,0,1500,133,8000,8000,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/deathknight/howling_blast.go:10
deathknight,51425,Obliterate,Rank 4,15,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/deathknight/obliterate.go:9
common/wotlk deathknight,51460,Necrosis,,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/common/wotlk/other_effects.go:998 sim/deathknight/talents_unholy.go:96
shaman,51522,Improved Stormstrike,Rank 2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,100,0,63375,,sim/shaman/stormstrike.go:89
shaman,51533,Feral Spirit,,11,0,8,0,0,1500,133,180000,0,45000,45000,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,,sim/shaman/feral_spirit.go:16 sim/shaman/feral_spirit.go:21
rogue,51637,Focused Attacks,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/rogue/talents.go:402
rogue,51662,Hunger For Blood,,8,0,1,0,0,1000,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,yes,no,no,no,,,,,,sim/rogue/talents.go:129
rogue,51690,Killing Spree,,8,0,1,0,0,1000,133,120000,0,2000,2000,0,500,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,spell_rog_killing_spree,sim/rogue/killing_spree.go:13 sim/rogue/killing_spree.go:29 sim/rogue/killing_spree.go:46 +1 more
rogue,51701,Honor Among Thieves,Rank 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,1000,52916,spell_rog_honor_among_thieves,sim/rogue/talents.go:594 sim/rogue/talents.go:595
rogue,51713,Shadow Dance,,8,0,1,0,0,0,0,60000,0,6000,6000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/rogue/shadow_dance.go:21
rogue,51723,Fan of Knives,,8,2,1,0,0,1000,133,0,0,0,0,0,0,18,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/rogue/fan_of_knives.go:10 sim/rogue/fan_of_knives.go:17 sim/rogue/fan_of_knives.go:21 +3 more
deathknight,51963,Gargoyle Strike,,0,1,8,2000,2000,0,0,0,0,0,0,0,0,20,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,spell_pet_dk_gargoyle_strike,sim/deathknight/summon_gargoyle.go:143
shaman,51994,Earthliving Weapon,Rank 6,11,1,8,0,0,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/shaman/weapon_imbues.go:336
shaman,52000,Earthliving,Rank 6,11,1,8,0,0,0,133,0,0,12000,12000,0,3000,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/weapon_imbues.go:347
shaman,52042,Healing Stream Totem,,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/totems.go:51
hunter,52472,Claw,Rank 11,9,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:50 sim/hunter/pet_abilities.go:151 sim/hunter/pet_talents.go:123 +1 more
hunter,52474,Bite,Rank 11,9,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:49 sim/hunter/pet_abilities.go:148 sim/hunter/pet_talents.go:123 +1 more
hunter,52476,Smack,Rank 11,9,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:51 sim/hunter/pet_abilities.go:154 sim/hunter/pet_talents.go:123 +1 more
druid,52610,Savage Roar,Rank 1,7,0,1,0,0,1000,133,0,0,9000,34000,0,0,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,spell_dru_savage_roar,sim/druid/savage_roar.go:16
shaman,52752,Ancestral Awakening,,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/shaman/heals.go:12
core,52789,Visual Dummy,,15,1,16,0,0,1500,133,0,6000,0,0,0,0,15,0,yes,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/core/debuffs.go:301
priest,52800,Borrowed Time,Rank 5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,59891,,sim/priest/talents.go:188
hunter,52858,Culling the Herd,Rank 3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,70893,spell_pet_culling_the_herd,sim/hunter/pet_talents.go:103
priest,53007,Penance,Rank 4,6,0,2,0,0,1500,133,0,12000,0,0,0,0,0,0,no,yes,no,no,yes,yes,yes,no,no,yes,no,,,,,spell_pri_penance,sim/priest/penance.go:33
priest,53022,Mind Sear,Rank 2,6,1,32,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,spell_pri_mind_sear,sim/priest/mind_sear.go:34
priest,53023,Mind Sear,Rank 2,6,1,32,0,0,1500,133,0,0,5000,5000,0,1000,0,0,no,yes,no,no,yes,yes,yes,no,no,no,no,,,,53022,,sim/priest/mind_sear.go:61
druid,53190,Starfall,Rank 4,7,1,64,0,0,0,133,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,spell_dru_starfall_aoe,sim/druid/starfall.go:73 sim/druid/starfall.go:90
druid,53195,Starfall,Rank 4,7,1,64,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,53190,,sim/druid/starfall.go:20
druid,53201,Starfall,Rank 4,7,1,64,0,0,1500,133,0,90000,10000,10000,0,1000,0,0,no,no,no,no,yes,yes,no,no,no,yes,no,,,,53198,,sim/druid/starfall.go:35
hunter,53209,Chimera Shot,Rank 1,9,3,8,0,-1000000,1500,133,10000,6000,0,0,0,0,40,0,no,no,yes,no,no,no,no,no,no,no,no,,,,,spell_hun_chimera_shot,sim/hunter/chimera_shot.go:18
hunter,53217,Wild Quiver,Rank 3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,12,0,53254,,sim/hunter/serverdata_allowlist.go:36 sim/hunter/talents.go:319
hunter,53220,Improved Steady Shot,,9,0,1,0,0,0,0,0,0,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/hunter/steady_shot.go:14
hunter,53232,Rapid Recuperation,Rank 2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,54227,spell_hun_rapid_recuperation_trigger,sim/hunter/rapid_fire.go:15
hunter,53238,Piercing Shots,Rank 3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,,spell_hun_piercing_shots,sim/hunter/talents.go:262
core,53251,Wild Growth,Rank 4,7,1,8,0,0,1500,133,0,6000,7000,7000,0,1000,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,spell_dru_wild_growth,sim/core/buffs.go:274
hunter,53253,Invigoration,Rank 2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/hunter/talents.go:177
hunter,53260,Cobra Strikes,Rank 3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,60,0,53257,spell_hun_cobra_strikes,sim/hunter/talents.go:206
core hunter,53292,Hunting Party,Rank 3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,,spell_hun_hunting_party,sim/core/buffs.go:150 sim/hunter/talents.go:781
hunter,53304,Sniper Training,Rank 3,9,0,1,0,0,0,0,0,0,0,0,0,1000,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,,,,,spell_hun_sniper_training,sim/hunter/talents.go:742
core,53307,Thorns,Rank 8,7,1,8,0,0,1500,133,0,0,600000,600000,0,0,0,0,no,no,no,no,yes,yes,no,no,yes,yes,no,,,,,,sim/core/buffs.go:426 sim/core/serverdata_allowlist.go:33
core,53338,Hunter's Mark,Rank 5,9,1,64,0,0,0,0,0,0,300000,300000,0,0,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/core/debuffs.go:700
hunter,53353,Chimera Shot - Serpent,,9,3,8,0,-1000000,0,133,0,0,0,0,0,0,40,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/chimera_shot.go:67
deathknight,53365,Unholy Strength,,0,0,1,0,0,0,0,0,0,15000,15000,1,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dk_rune_of_the_fallen_crusader,sim/deathknight/items.go:424
paladin,53385,Divine Storm,,10,2,1,0,0,1500,133,10000,0,0,0,0,0,0,4,yes,no,no,no,no,no,no,no,no,no,no,,,,,spell_pal_divine_storm spell_tweaks_seal_dot_on_strikes,sim/paladin/divine_storm.go:16
deathknight,53386,Cinderglacier,,15,0,16,0,0,0,0,0,0,30000,30000,1,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/deathknight/items.go:501
shaman,53390,Tidal Waves,,11,1,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/shaman/shaman.go:259
hunter,53401,Rabid,,9,0,1,0,0,0,0,45000,0,20000,20000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,0,50,0,53403,,sim/hunter/pet_talents.go:196
hunter,53403,Rabid Power,,17,0,1,0,0,0,133,0,0,-1,-1,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/hunter/pet_talents.go:206
core paladin,53408,Judgement of Wisdom,,10,3,2,0,0,1500,133,10000,10000,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,spell_pal_judgement_of_wisdom,sim/core/debuffs.go:206 sim/paladin/judgement.go:22
hunter,53434,Call of the Wild,,9,1,1,0,0,0,0,300000,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_hun_target_self_and_pet,sim/hunter/pet_talents.go:269
paladin,53488,The Art of War,Rank 2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,59578,,sim/paladin/talents.go:467
hunter,53508,Wolverine Bite,,9,2,1,0,0,1500,133,10000,5000,0,0,0,0,0,0,no,no,no,no,no,no,no,yes,no,no,no,,,,,,sim/hunter/pet_talents.go:334
hunter,53515,Owl's Focus,,9,1,0,0,0,0,0,0,0,8000,8000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/hunter/pet_talents.go:64
hunter,53517,Roar of Recovery,,9,1,8,0,0,0,0,180000,0,9000,9000,0,3000,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/hunter/pet_talents.go:150
core,53530,Divine Guardian,Rank 2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,70940,,sim/core/buffs.go:818 sim/core/buffs.go:834 sim/core/serverdata_allowlist.go:27
hunter,53533,Swipe,Rank 6,9,2,1,0,0,1500,133,5000,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:882 sim/hunter/serverdata_allowlist.go:20
hunter,53543,Snatch,Rank 6,9,2,1,0,0,0,0,0,60000,6000,6000,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:726
hunter,53548,Pin,Rank 6,9,2,1,0,0,0,0,40000,0,4000,4000,0,1000,0,0,no,yes,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:459 sim/hunter/serverdata_allowlist.go:21
hunter,53562,Ravage,Rank 6,9,2,1,0,0,0,0,40000,0,2000,2000,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:589
hunter,53568,Sonic Blast,Rank 6,9,1,8,0,0,0,0,60000,0,2000,2000,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:739
hunter,53575,Tendon Rip,Rank 6,9,2,1,0,0,0,0,0,20000,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:895
hunter,53582,Savage Rend,Rank 6,9,2,1,0,0,0,0,60000,0,15000,15000,0,5000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:598
hunter,53589,Nether Shock,Rank 6,9,1,32,0,0,0,0,40000,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,62347,,sim/hunter/pet_abilities.go:449 sim/hunter/serverdata_allowlist.go:22 sim/hunter/serverdata_allowlist.go:33
paladin,53595,Hammer of the Righteous,,10,2,2,0,0,1500,133,6000,0,0,0,0,0,35,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/paladin/hammer_of_the_righteous.go:15
core hunter,53598,Spore Cloud,Rank 6,9,1,8,0,0,1500,133,10000,0,9000,9000,0,3000,0,0,no,no,no,no,yes,no,no,no,yes,no,no,,,,,,sim/core/debuffs.go:651 sim/hunter/pet_abilities.go:785 sim/hunter/serverdata_allowlist.go:23
core,53696,Judgements of the Just,Rank 2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,0,,spell_pal_judgements_of_the_just,sim/core/debuffs.go:795
shaman,53817,Maelstrom Weapon,,11,1,1,0,0,0,0,0,0,30000,30000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,spell_sha_maelstrom_weapon,sim/shaman/talents.go:410
core,54043,Retribution Aura,Rank 7,10,1,2,0,0,1500,133,0,0,-1,-1,0,0,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/core/buffs.go:389
warlock,54053,Shadow Bite,Rank 5,5,1,32,0,0,1500,133,6000,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/warlock/pet_abilities.go:87
core warlock,54118,Improved Soul Leech,Rank 2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/core/buffs.go:154 sim/warlock/talents.go:480 sim/warlock/talents.go:486
warlock,54277,Backdraft,,5,1,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/warlock/talents.go:418
paladin,54428,Divine Plea,,10,0,2,0,0,1500,133,60000,0,15000,15000,0,3000,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,,,sim/paladin/divine_plea.go:11
core,54648,Focus Magic,,3,0,64,0,0,0,133,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/core/buffs.go:1464
common/wotlk,54696,Wracking Pains,,0,1,1,0,0,0,0,0,0,20000,20000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,0,100,0,54697,,sim/common/wotlk/stat_bonus_stacking.go:167
common/wotlk,54697,Oozing Wound,,0,1,1,0,0,0,0,0,0,-1,-1,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:149
mage,54741,Firestarter,,3,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,101,0,,,sim/mage/talents.go:796
common/wotlk,54757,Pyro Rocket,,0,1,4,0,0,0,0,45000,10000,0,0,0,0,31,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/common/wotlk/enchant_effects.go:284
common/wotlk,54758,Hyperspeed Acceleration,,0,0,1,0,0,0,0,60000,10000,12000,12000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/enchant_effects.go:321
druid,54845,Glyph of Starfire,,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,101,0,,spell_dru_glyph_of_starfire_dummy,sim/druid/starfire.go:21
common/wotlk,55018,Sonic Awareness,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:218
deathknight,55078,Blood Plague,,15,2,32,0,0,0,0,0,0,15000,15000,0,3000,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,spell_tweaks_disease_haste,sim/deathknight/diseases.go:130 sim/deathknight/diseases.go:140 sim/deathknight/diseases.go:234
core deathknight,55095,Frost Fever,,15,2,16,0,0,0,0,0,0,15000,15000,0,3000,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,spell_tweaks_disease_haste,sim/core/debuffs.go:805 sim/deathknight/diseases.go:75 sim/deathknight/diseases.go:196
deathknight,55226,Blade Barrier,Rank 5,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,yes,0,100,0,64859,spell_dk_blade_barrier,sim/deathknight/talents_blood.go:216
deathknight,55233,Vampiric Blood,,15,0,1,0,0,0,0,60000,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_dk_vampiric_blood,sim/deathknight/vampiric_blood.go:16
deathknight,55262,Heart Strike,Rank 6,15,2,1,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/deathknight/heart_strike.go:7
deathknight,55268,Frost Strike,Rank 6,15,2,16,0,0,1500,133,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/deathknight/frost_strike.go:8
deathknight,55271,Scourge Strike,Rank 4,15,2,1,0,0,1500,133,0,0,0,0,1,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,spell_dk_scourge_strike,sim/deathknight/scourge_strike.go:10
common/wotlk,55341,Invigorating Earthsiege Health Regen,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/metagems.go:38
mage,55342,Mirror Image,,3,0,64,0,0,1500,133,180000,0,30000,30000,0,1000,0,0,yes,no,no,no,no,yes,no,no,no,yes,no,,,,58832 58836,spell_mage_mirror_image,sim/mage/mirror_image.go:30
mage,55360,Living Bomb,Rank 3,3,1,4,0,0,1500,133,0,0,12000,12000,0,3000,0,0,no,no,no,no,yes,yes,no,no,no,no,no,,,,,spell_mage_living_bomb,sim/mage/living_bomb.go:48
mage,55362,Living Bomb,Rank 3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/mage/living_bomb.go:16
common/wotlk,55379,Skyflare Swiftness,,0,0,2,0,0,0,133,0,0,6000,6000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/metagems.go:82
common/wotlk,55382,Mana Restore,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/metagems.go:101
shaman,55459,Chain Heal,Rank 7,11,1,8,2500,2500,1500,133,0,0,0,0,0,0,0,0,yes,no,no,no,yes,yes,no,no,no,yes,no,,,,,spell_sha_chain_heal,sim/shaman/heals.go:326 sim/shaman/serverdata_allowlist.go:37
hunter,55485,Fire Breath,Rank 6,9,1,4,0,0,1500,133,10000,0,2000,2000,0,1000,0,0,no,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:282 sim/hunter/serverdata_allowlist.go:24
core hunter,55487,Demoralizing Screech,Rank 6,9,1,1,0,0,1500,133,0,10000,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,no,no,,,,,,sim/core/debuffs.go:750 sim/hunter/pet_abilities.go:261 sim/hunter/serverdata_allowlist.go:25
hunter,55492,Froststorm Breath,Rank 6,9,1,24,0,0,0,0,0,10000,5000,5000,0,0,0,0,yes,no,no,no,yes,no,no,no,no,no,no,,,,54689,,sim/hunter/pet_abilities.go:316
hunter,55499,Monstrous Bite,Rank 6,9,2,1,0,0,1500,133,10000,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,54681,,sim/hunter/pet_abilities.go:415 sim/hunter/pet_abilities.go:429 sim/hunter/serverdata_allowlist.go:26
core,55503,Lifeblood,Rank 6,0,0,8,0,0,0,0,180000,0,5000,5000,0,1000,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_gen_lifeblood,sim/core/professions.go:39
hunter,55509,Venom Web Spray,Rank 6,9,1,8,0,0,0,0,40000,0,4000,4000,0,1000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:905
hunter,55557,Poison Spit,Rank 6,9,1,8,0,0,1500,133,0,10000,8000,8000,0,2000,40,0,yes,no,no,no,no,yes,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:504 sim/hunter/serverdata_allowlist.go:27
common/wotlk,55637,Lightweave,,0,1,2,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/enchant_effects.go:361
common/wotlk,55640,Lightweave Embroidery,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,35,60000,55637,spell_gen_allow_proc_from_spells_with_cost,sim/common/wotlk/enchant_effects.go:18 sim/common/wotlk/enchant_effects.go:357
hunter,55728,Scorpid Poison,Rank 6,9,2,8,0,0,1500,133,10000,0,10000,10000,0,2000,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/hunter/pet_abilities.go:675 sim/hunter/serverdata_allowlist.go:28
core hunter,55754,Acid Spit,Rank 6,9,1,8,0,0,1500,133,10000,0,30000,30000,2,0,24,0,yes,no,no,no,yes,yes,no,no,no,no,no,,,,,,sim/core/debuffs.go:585 sim/hunter/pet_abilities.go:236 sim/hunter/serverdata_allowlist.go:29
common/wotlk,55767,Darkglow,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/enchant_effects.go:398
common/wotlk,55768,Darkglow Embroidery,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,35,45000,55767,,sim/common/wotlk/enchant_effects.go:19 sim/common/wotlk/enchant_effects.go:391
common/wotlk,55775,Swordguard Embroidery,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/enchant_effects.go:432
common/wotlk,55776,Swordguard Embroidery,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,20,55000,55775,,sim/common/wotlk/enchant_effects.go:20 sim/common/wotlk/enchant_effects.go:428
priest,56172,Glyph of Shadow Word: Pain,,0,0,1,5000,5000,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,,,,,,sim/priest/shadow_word_pain.go:19
common/wotlk core,56186,Sapphire Owl,,0,0,8,0,0,0,0,0,0,12000,12000,0,1000,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,56187,,sim/common/wotlk/other_effects.go:551 sim/core/serverdata_allowlist.go:36
hunter,56344,Lock and Load,Rank 3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,100,22000,56453,spell_hun_lock_and_load,sim/hunter/talents.go:543
