id,name,category,server_ilvl,sim_ilvl,zone,difficulty,diffs (server -> sim),server_unmapped_stat_types,module_files,sim_sources
45560,Spiked Deathdealers,classic,226,232,other,,ilvl: 226 -> 232; stat Strength: 85 -> 90; stat Stamina: 103 -> 109; stat Armor: 1614 -> 1656; stat Defense: 37 -> 39; stat Dodge: 44 -> 47; stat Parry: 37 -> 39,,,crafted Blacksmithing (spell 63192)
45561,Treads of Destiny,classic,226,232,other,,ilvl: 226 -> 232; stat Stamina: 73 -> 78; stat Intellect: 60 -> 64; stat SpellPower: 81 -> 86; stat MP5: 24 -> 26; stat SpellHaste: 49 -> 52; stat MeleeHaste: 49 -> 52; stat Armor: 1614 -> 1656,,,crafted Blacksmithing (spell 63190)
45562,Boots of Living Scale,classic,226,232,other,,ilvl: 226 -> 232; stat Agility: 48 -> 51; stat Stamina: 66 -> 70; stat Intellect: 45 -> 48; stat SpellCrit: 48 -> 51; stat AttackPower: 138 -> 147; stat MeleeCrit: 48 -> 51; stat ArmorPenetration: 45 -> 48; stat Armor: 903 -> 926; stat RangedAttackPower: 138 -> 147,,,crafted Leatherworking (spell 63195)
45563,Lightning Grounded Boots,classic,226,232,other,,ilvl: 226 -> 232; stat Stamina: 63 -> 67; stat Intellect: 64 -> 68; stat SpellPower: 81 -> 86; stat MP5: 20 -> 21; stat SpellCrit: 57 -> 61; stat MeleeCrit: 57 -> 61; stat Armor: 903 -> 926,,,crafted Leatherworking (spell 63197)
45564,Footpads of Silence,classic,226,232,other,,ilvl: 226 -> 232; stat Agility: 69 -> 73; stat Stamina: 64 -> 68; stat SpellHit: 48 -> 51; stat SpellCrit: 56 -> 60; stat AttackPower: 114 -> 121; stat MeleeHit: 48 -> 51; stat MeleeCrit: 56 -> 60; stat Armor: 406 -> 417; stat RangedAttackPower: 114 -> 121,,,crafted Leatherworking (spell 63199)
45565,Boots of Wintry Endurance,classic,226,232,other,,ilvl: 226 -> 232; stat Stamina: 63 -> 67; stat Intellect: 64 -> 68; stat Spirit: 49 -> 52; stat SpellPower: 81 -> 86; stat SpellCrit: 48 -> 51; stat MeleeCrit: 48 -> 51; stat Armor: 406 -> 417,,,crafted Leatherworking (spell 63201)
45566,Spellslinger's Slippers,classic,226,232,other,,ilvl: 226 -> 232; stat Stamina: 63 -> 67; stat Intellect: 64 -> 68; stat Spirit: 41 -> 44; stat SpellPower: 81 -> 86; stat SpellHaste: 56 -> 60; stat MeleeHaste: 56 -> 60; stat Armor: 216 -> 222,,,crafted Tailoring (spell 63204)
45567,Savior's Slippers,classic,226,232,other,,ilvl: 226 -> 232; stat Stamina: 73 -> 78; stat Intellect: 60 -> 64; stat Spirit: 57 -> 61; stat SpellPower: 81 -> 86; stat SpellCrit: 40 -> 43; stat MeleeCrit: 40 -> 43; stat Armor: 216 -> 222,,,crafted Tailoring (spell 63206)
45570,Skyforge Crossbow,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Agility: 40 -> 45; stat Stamina: 40 -> 45; stat SpellHit: 23 -> 26; stat SpellCrit: 28 -> 32; stat AttackPower: 58 -> 65; stat MeleeHit: 23 -> 26; stat MeleeCrit: 28 -> 32; stat RangedAttackPower: 58 -> 65; weapon damage min: 466 -> 517; weapon damage max: 657 -> 734,,,drop Ulduar Raid25 (Algalon the Observer) | drop Ulduar Raid25 (Thorim) [Hard Mode]
45587,Bulwark of Algalon,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Strength: 71 -> 80; stat Stamina: 96 -> 109; stat Armor: 8130 -> 8563; stat Defense: 38 -> 43; stat Block: 37 -> 42; stat BlockValue: 227 -> 238; stat Dodge: 29 -> 33,,,drop Ulduar Raid25 (Algalon the Observer)
45588,Drape of the Skyborn,classic,239,252,other,,ilvl: 239 -> 252; stat Strength: 64 -> 73; stat Stamina: 106 -> 120; stat SpellHit: 37 -> 42; stat SpellCrit: 47 -> 53; stat MeleeHit: 37 -> 42; stat MeleeCrit: 47 -> 53; stat Armor: 162 -> 171,,,quest Heroic: All Is Well That Ends Well (13819)
45594,Legplates of the Endless Void,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Strength: 128 -> 146; stat Stamina: 156 -> 178; stat Armor: 2117 -> 2230; stat Defense: 59 -> 68; stat Dodge: 51 -> 58; stat Parry: 67 -> 76,,,drop Ulduar Raid25 (Algalon the Observer)
45599,Sabatons of Lifeless Night,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Strength: 93 -> 106; stat Stamina: 108 -> 123; stat SpellCrit: 64 -> 73; stat SpellHaste: 47 -> 54; stat MeleeCrit: 64 -> 73; stat MeleeHaste: 47 -> 54; stat Armor: 1663 -> 1752,,,drop Ulduar Raid25 (Algalon the Observer)
45605,Daschal's Bite,classic,232,238,Ulduar,Raid10,ilvl: 232 -> 238; stat Agility: 52 -> 55; stat Stamina: 55 -> 58; stat SpellHaste: 34 -> 36; stat AttackPower: 68 -> 72; stat MeleeHaste: 34 -> 36; stat ArmorPenetration: 29 -> 31; stat RangedAttackPower: 68 -> 72; weapon damage min: 257 -> 268; weapon damage max: 387 -> 404,,,drop Ulduar Raid10 (Trash) | drop Ulduar Raid25 (Trash)
45607,Fang of Oblivion,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Agility: 47 -> 53; stat Stamina: 54 -> 61; stat SpellCrit: 29 -> 33; stat SpellHaste: 24 -> 27; stat AttackPower: 80 -> 91; stat MeleeCrit: 29 -> 33; stat MeleeHaste: 24 -> 27; stat RangedAttackPower: 80 -> 91; weapon damage min: 271 -> 298; weapon damage max: 407 -> 448,,,drop Ulduar Raid25 (The Iron Council) [Hard Mode] | drop Ulduar Raid25 (Algalon the Observer)
45608,Brann's Signet Ring,classic,239,252,other,,ilvl: 239 -> 252; stat Agility: 64 -> 73; stat Stamina: 61 -> 70; stat SpellCrit: 43 -> 49; stat AttackPower: 96 -> 109; stat MeleeCrit: 43 -> 49; stat ArmorPenetration: 33 -> 37; stat RangedAttackPower: 96 -> 109,,,quest Heroic: All Is Well That Ends Well (13819)
45609,Comet's Trail,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat AttackPower: 240 -> 271; stat RangedAttackPower: 240 -> 271,,,sold by  (0) in zone 4395 | drop Ulduar Raid25 (Algalon the Observer)
45610,Boundless Gaze,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Agility: 70 -> 79; stat Stamina: 100 -> 114; stat Intellect: 68 -> 77; stat SpellHit: 66 -> 75; stat SpellCrit: 69 -> 78; stat AttackPower: 224 -> 255; stat MeleeHit: 66 -> 75; stat MeleeCrit: 69 -> 78; stat Armor: 1100 -> 1159; stat RangedAttackPower: 224 -> 255,,,drop Ulduar Raid25 (Algalon the Observer)
45611,Solar Bindings,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Agility: 64 -> 73; stat Stamina: 61 -> 70; stat SpellHaste: 48 -> 55; stat AttackPower: 86 -> 97; stat MeleeHaste: 48 -> 55; stat Expertise: 47 -> 53; stat Armor: 267 -> 282; stat RangedAttackPower: 86 -> 97,,,drop Ulduar Raid25 (Algalon the Observer)
45612,Constellus,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Stamina: 54 -> 61; stat Intellect: 55 -> 62; stat SpellPower: 587 -> 665; stat MP5: 24 -> 27; stat SpellCrit: 29 -> 33; stat MeleeCrit: 29 -> 33; weapon damage min: 94 -> 111; weapon damage max: 298 -> 335,,,drop Ulduar Raid25 (Algalon the Observer) | drop Ulduar Raid25 (Hodir) [Hard Mode]
45613,Dreambinder,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Agility: 112 -> 128; stat Stamina: 105 -> 120; stat SpellHaste: 86 -> 98; stat AttackPower: 140 -> 160; stat MeleeHaste: 86 -> 98; stat ArmorPenetration: 85 -> 96; stat RangedAttackPower: 140 -> 160; weapon damage min: 469 -> 516; weapon damage max: 705 -> 776,,,drop Ulduar Raid25 (Algalon the Observer) | drop Ulduar Raid25 (Freya) [Hard Mode]
45614,Starshine Circle,classic,239,252,other,,ilvl: 239 -> 252; stat Stamina: 61 -> 70; stat Intellect: 51 -> 58; stat SpellPower: 75 -> 86; stat MP5: 24 -> 27; stat SpellHaste: 39 -> 44; stat MeleeHaste: 39 -> 44,,,quest Heroic: All Is Well That Ends Well (13819)
45615,Planewalker Treads,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Stamina: 82 -> 93; stat Intellect: 69 -> 78; stat SpellPower: 92 -> 105; stat MP5: 28 -> 32; stat SpellCrit: 56 -> 64; stat MeleeCrit: 56 -> 64; stat Armor: 931 -> 981,,,drop Ulduar Raid25 (Algalon the Observer)
45616,Star-beaded Clutch,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Stamina: 82 -> 93; stat Intellect: 69 -> 78; stat Spirit: 48 -> 55; stat SpellPower: 92 -> 105; stat SpellHaste: 63 -> 72; stat MeleeHaste: 63 -> 72; stat Armor: 343 -> 361,,,drop Ulduar Raid25 (Algalon the Observer)
45617,Cosmos,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Stamina: 52 -> 59; stat Intellect: 55 -> 62; stat SpellPower: 84 -> 95; stat SpellHit: 51 -> 58; stat SpellCrit: 41 -> 46; stat MeleeHit: 51 -> 58; stat MeleeCrit: 41 -> 46,,,drop Ulduar Raid25 (Algalon the Observer)
45618,Sunglimmer Cloak,classic,239,252,other,,ilvl: 239 -> 252; stat Stamina: 70 -> 79; stat Intellect: 48 -> 55; stat Spirit: 48 -> 55; stat SpellPower: 75 -> 86; stat SpellHaste: 39 -> 44; stat MeleeHaste: 39 -> 44; stat Armor: 162 -> 171,,,quest Heroic: All Is Well That Ends Well (13819)
45619,Starwatcher's Binding,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Stamina: 82 -> 93; stat Intellect: 69 -> 78; stat Spirit: 64 -> 73; stat SpellPower: 92 -> 105; stat SpellCrit: 47 -> 54; stat MeleeCrit: 47 -> 54; stat Armor: 182 -> 191,,,drop Ulduar Raid25 (Algalon the Observer)
45620,Starshard Edge,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Stamina: 40 -> 45; stat Intellect: 55 -> 62; stat Spirit: 43 -> 49; stat SpellPower: 587 -> 665; stat SpellHit: 39 -> 44; stat MeleeHit: 39 -> 44; weapon damage min: 94 -> 111; weapon damage max: 298 -> 335,,,drop Ulduar Raid25 (Algalon the Observer) | drop Ulduar Raid25 (Mimiron) [Hard Mode]
45663,Armbands of Bedlam,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Strength: 74 -> 84; stat Stamina: 81 -> 92; stat SpellCrit: 48 -> 54; stat SpellHaste: 40 -> 45; stat MeleeCrit: 48 -> 54; stat MeleeHaste: 40 -> 45; stat Armor: 1059 -> 1115,,,drop Ulduar Raid25 (Mimiron) [Hard Mode]
45665,Pharos Gloves,classic,239,252,Ulduar,Raid25,ilvl: 239 -> 252; stat Stamina: 72 -> 83; stat Intellect: 72 -> 83; stat SpellPower: 92 -> 105; stat SpellCrit: 64 -> 73; stat SpellHaste: 74 -> 85; stat MeleeCrit: 64 -> 73; stat MeleeHaste: 74 -> 85; stat Armor: 203 -> 214,,,drop Ulduar Raid25 (Algalon the Observer)
45675,Power Enhancing Loop,classic,219,225,The Culling of Stratholme,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 68 -> 72; stat Stamina: 67 -> 71; stat SpellHit: 35 -> 37; stat MeleeHit: 35 -> 37; stat ArmorPenetration: 43 -> 45,,,drop The Culling of Stratholme TitanRuneBeta (Chrono-Lord Epoch)
45676,Chestplate of Vicious Potency,classic,219,225,Halls of Lightning,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 113 -> 120; stat Stamina: 120 -> 127; stat SpellHaste: 81 -> 86; stat MeleeHaste: 81 -> 86; stat ArmorPenetration: 45 -> 48; stat Armor: 2322 -> 2384,,,drop Halls of Lightning TitanRuneBeta (Loken)
45677,Treacherous Shoulderpads,classic,219,225,Halls of Lightning,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 60 -> 64; stat Stamina: 61 -> 65; stat SpellHit: 57 -> 60; stat AttackPower: 126 -> 134; stat MeleeHit: 57 -> 60; stat ArmorPenetration: 46 -> 49; stat Armor: 438 -> 450; stat RangedAttackPower: 126 -> 134,,,drop Halls of Lightning TitanRuneBeta (Ionar)
45679,Gloves of Taut Grip,classic,219,225,The Culling of Stratholme,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 56 -> 59; stat Stamina: 80 -> 85; stat Intellect: 48 -> 51; stat SpellHaste: 42 -> 45; stat AttackPower: 118 -> 125; stat MeleeHaste: 42 -> 45; stat ArmorPenetration: 37 -> 39; stat Armor: 812 -> 834; stat RangedAttackPower: 118 -> 125,,,drop The Culling of Stratholme TitanRuneBeta (Salramm the Fleshcrafter)
45680,Armbands of the Construct,classic,219,225,Halls of Lightning,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 59 -> 62; stat Intellect: 40 -> 42; stat SpellPower: 69 -> 73; stat MP5: 16 -> 17; stat SpellCrit: 44 -> 47; stat MeleeCrit: 44 -> 47; stat Armor: 1016 -> 1043,,,drop Halls of Lightning TitanRuneBeta (Loken)
45682,Pulsing Spellshield,classic,219,225,The Culling of Stratholme,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 45 -> 48; stat Intellect: 45 -> 48; stat SpellPower: 69 -> 73; stat SpellCrit: 42 -> 44; stat SpellHaste: 34 -> 36; stat MeleeCrit: 42 -> 44; stat MeleeHaste: 34 -> 36; stat Armor: 7802 -> 8011; stat BlockValue: 218 -> 220,,,drop The Culling of Stratholme TitanRuneBeta (Infinite Corruptor)
45685,Plasma Foil,classic,219,225,The Culling of Stratholme,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 34 -> 36; stat Intellect: 45 -> 48; stat Spirit: 46 -> 49; stat SpellPower: 487 -> 515; stat SpellCrit: 35 -> 37; stat MeleeCrit: 35 -> 37; weapon damage min: 81 -> 84; weapon damage max: 258 -> 268,,,drop The Culling of Stratholme TitanRuneBeta (Chrono-Lord Epoch)
45686,Vest of the Glowing Crescent,classic,219,225,The Culling of Stratholme,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 80 -> 85; stat Intellect: 81 -> 86; stat Spirit: 57 -> 60; stat SpellPower: 124 -> 131; stat SpellCrit: 66 -> 70; stat MeleeCrit: 66 -> 70; stat Armor: 585 -> 601,,,drop The Culling of Stratholme TitanRuneBeta (Infinite Corruptor)
45687,Helm of Veiled Energies,classic,219,225,Drak'Tharon Keep,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 82 -> 87; stat Intellect: 71 -> 75; stat SpellPower: 105 -> 112; stat SpellCrit: 65 -> 69; stat SpellHaste: 59 -> 63; stat MeleeCrit: 65 -> 69; stat MeleeHaste: 59 -> 63; stat Armor: 1056 -> 1084,,,drop Drak'Tharon Keep TitanRuneBeta (Novos the Summoner) | drop Drak'Tharon Keep TitanRuneBeta (King Dred)
45688,Inscribed Band of the Kirin Tor,classic,213,225,vendor: Harold Winston,,ilvl: 213 -> 225; stat Agility: 37 -> 41; stat Stamina: 57 -> 64; stat SpellCrit: 38 -> 43; stat SpellHaste: 37 -> 41; stat AttackPower: 112 -> 125; stat MeleeCrit: 38 -> 43; stat MeleeHaste: 37 -> 41; stat RangedAttackPower: 112 -> 125,,,sold by Harold Winston (32172) in zone 4395
45689,Inscribed Loop of the Kirin Tor,classic,213,225,vendor: Harold Winston,,ilvl: 213 -> 225; stat Stamina: 55 -> 62; stat Intellect: 38 -> 43; stat Spirit: 38 -> 43; stat SpellPower: 66 -> 74; stat MP5: 19 -> 21,,,sold by Harold Winston (32172) in zone 4395
45690,Inscribed Ring of the Kirin Tor,classic,213,225,vendor: Harold Winston,,ilvl: 213 -> 225; stat Strength: 56 -> 63; stat Stamina: 84 -> 94; stat SpellCrit: 38 -> 43; stat MeleeCrit: 38 -> 43; stat Expertise: 37 -> 41,,,sold by Harold Winston (32172) in zone 4395
45691,Inscribed Signet of the Kirin Tor,classic,213,225,vendor: Harold Winston,,ilvl: 213 -> 225; stat Stamina: 55 -> 62; stat Intellect: 38 -> 43; stat SpellPower: 66 -> 74; stat SpellCrit: 37 -> 41; stat SpellHaste: 38 -> 43; stat MeleeCrit: 37 -> 41; stat MeleeHaste: 38 -> 43,,,sold by Harold Winston (32172) in zone 4395
45694,Conductive Cord,classic,219,225,The Culling of Stratholme,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 75 -> 79; stat Intellect: 54 -> 57; stat Spirit: 60 -> 63; stat SpellPower: 93 -> 98; stat SpellCrit: 41 -> 43; stat MeleeCrit: 41 -> 43; stat Armor: 175 -> 180,,,drop The Culling of Stratholme TitanRuneBeta (Meathook)
45695,Spire of Withering Dreams,classic,219,225,The Culling of Stratholme,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 73 -> 77; stat Stamina: 93 -> 98; stat SpellHaste: 76 -> 80; stat AttackPower: 212 -> 224; stat MeleeHaste: 76 -> 80; stat ArmorPenetration: 67 -> 71; stat RangedAttackPower: 212 -> 224; weapon damage min: 475 -> 495; weapon damage max: 713 -> 744,,,drop The Culling of Stratholme TitanRuneBeta (Salramm the Fleshcrafter)
45696,Mark of the Unyielding,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 60 -> 63; stat Stamina: 88 -> 93; stat Defense: 41 -> 43; stat Dodge: 37 -> 39; stat BonusArmor: 336 -> 345,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Herald Volazj)
45697,Shoulderguards of the Solemn Watch,classic,219,225,Drak'Tharon Keep,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 79 -> 84; stat Stamina: 119 -> 126; stat Armor: 1741 -> 1788; stat Defense: 41 -> 43; stat Block: 36 -> 38; stat Parry: 45 -> 48,,,drop Drak'Tharon Keep TitanRuneBeta (Trollgore)
45698,Sabatons of the Iron Watcher,classic,219,225,Drak'Tharon Keep,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 75 -> 79; stat Intellect: 54 -> 57; stat SpellPower: 91 -> 96; stat MP5: 30 -> 32; stat SpellCrit: 41 -> 43; stat MeleeCrit: 41 -> 43; stat Armor: 1596 -> 1639,,,drop Drak'Tharon Keep TitanRuneBeta (Trollgore)
45699,Pendant of the Piercing Glare,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 47 -> 50; stat Intellect: 45 -> 48; stat SpellPower: 69 -> 73; stat SpellHit: 46 -> 49; stat SpellHaste: 29 -> 31; stat MeleeHit: 46 -> 49; stat MeleeHaste: 29 -> 31,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Herald Volazj)
45700,Stoneguard,classic,219,225,no source,,ilvl: 219 -> 225; stat Strength: 35 -> 37; stat Stamina: 69 -> 73; stat SpellHit: 24 -> 25; stat MeleeHit: 24 -> 25; stat Dodge: 31 -> 33; stat Parry: 30 -> 32; weapon damage min: 182 -> 190; weapon damage max: 340 -> 355,,,
45701,Greaves of the Earthbinder,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 50 -> 53; stat Intellect: 63 -> 67; stat SpellPower: 88 -> 93; stat MP5: 21 -> 22; stat SpellCrit: 47 -> 50; stat MeleeCrit: 47 -> 50; stat Armor: 893 -> 917,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Jedoga Shadowseeker)
45702,Emerald Signet Ring,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 38 -> 40; stat Intellect: 48 -> 51; stat Spirit: 43 -> 45; stat SpellPower: 70 -> 74; stat SpellHit: 34 -> 36; stat MeleeHit: 34 -> 36,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Jedoga Shadowseeker)
45703,Spark of Hope,classic,219,225,Drak'Tharon Keep,TitanRuneBeta,ilvl: 219 -> 225; stat Spirit: 100 -> 106,,,drop Drak'Tharon Keep TitanRuneBeta (Novos the Summoner)
45704,Shawl of the Shattered Giant,classic,219,225,Ahn'kahet: The Old Kingdom,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 60 -> 63; stat Stamina: 51 -> 54; stat SpellHit: 32 -> 34; stat SpellCrit: 44 -> 47; stat AttackPower: 86 -> 91; stat MeleeHit: 32 -> 34; stat MeleeCrit: 44 -> 47; stat Armor: 155 -> 159; stat RangedAttackPower: 86 -> 91,,,drop Ahn'kahet: The Old Kingdom TitanRuneBeta (Herald Volazj)
45707,Shieldwall of the Breaker,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 40 -> 42; stat Stamina: 66 -> 70; stat Expertise: 32 -> 34; stat Armor: 7802 -> 8011; stat Defense: 44 -> 47; stat BlockValue: 218 -> 220; stat Parry: 32 -> 34,,,drop The Nexus TitanRuneBeta (Grand Magus Telestra)
45708,Archaedas' Lost Legplates,classic,219,225,Utgarde Pinnacle,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 78 -> 83; stat Stamina: 159 -> 169; stat Expertise: 58 -> 61; stat Armor: 2032 -> 2086; stat Dodge: 65 -> 69; stat Parry: 52 -> 55,,,drop Utgarde Pinnacle TitanRuneBeta (Gortok Palehoof)
45709,Nimble Climber's Belt,classic,219,225,Utgarde Pinnacle,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 79 -> 84; stat Stamina: 68 -> 72; stat SpellHit: 56 -> 59; stat SpellHaste: 43 -> 45; stat AttackPower: 114 -> 121; stat MeleeHit: 56 -> 59; stat MeleeHaste: 43 -> 45; stat Armor: 329 -> 338; stat RangedAttackPower: 114 -> 121,,,drop Utgarde Pinnacle TitanRuneBeta (King Ymiron)
45711,Ironaya's Discarded Mantle,classic,219,225,Utgarde Pinnacle,TitanRuneBeta,ilvl: 219 -> 225; stat Agility: 56 -> 59; stat Stamina: 61 -> 65; stat Intellect: 44 -> 47; stat SpellCrit: 39 -> 41; stat SpellHaste: 45 -> 48; stat AttackPower: 158 -> 167; stat MeleeCrit: 39 -> 41; stat MeleeHaste: 45 -> 48; stat Armor: 974 -> 1000; stat RangedAttackPower: 158 -> 167,,,drop Utgarde Pinnacle TitanRuneBeta (King Ymiron)
45712,Chestplate of Titanic Fury,classic,219,225,Utgarde Pinnacle,TitanRuneBeta,ilvl: 219 -> 225; stat Strength: 113 -> 120; stat Stamina: 120 -> 127; stat SpellHit: 62 -> 66; stat MeleeHit: 62 -> 66; stat ArmorPenetration: 71 -> 75; stat Armor: 2322 -> 2384,,,drop Utgarde Pinnacle TitanRuneBeta (Skadi the Ruthless)
45713,Nurturing Touch,classic,219,225,The Nexus,TitanRuneBeta,ilvl: 219 -> 225; stat Stamina: 29 -> 31; stat Intellect: 26 -> 27; stat Spirit: 24 -> 25; stat SpellPower: 39 -> 41; stat SpellCrit: 20 -> 21; stat MeleeCrit: 20 -> 21; weapon damage min: 378 -> 394; weapon damage max: 702 -> 732,,,drop The Nexus TitanRuneBeta (Commander Kolurg)
45819,Spiked Battleguard Choker,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Strength: 65 -> 69; stat Stamina: 93 -> 98; stat SpellHit: 45 -> 48; stat SpellCrit: 36 -> 38; stat MeleeHit: 45 -> 48; stat MeleeCrit: 36 -> 38,,,sold by  (0) in zone 4395
45820,Broach of the Wailing Night,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Agility: 63 -> 67; stat Stamina: 69 -> 73; stat SpellCrit: 36 -> 38; stat AttackPower: 84 -> 89; stat MeleeCrit: 36 -> 38; stat ArmorPenetration: 46 -> 49; stat RangedAttackPower: 84 -> 89,,,sold by  (0) in zone 4395
45821,Shard of the Crystal Forest,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Strength: 42 -> 44; stat Stamina: 94 -> 99; stat SpellHit: 42 -> 44; stat MeleeHit: 42 -> 44; stat Defense: 41 -> 43; stat Dodge: 43 -> 45,,,sold by  (0) in zone 4395
45822,Evoker's Charm,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Stamina: 63 -> 67; stat Intellect: 43 -> 45; stat Spirit: 41 -> 43; stat SpellPower: 74 -> 78; stat SpellHaste: 42 -> 44; stat MeleeHaste: 42 -> 44,,,sold by  (0) in zone 4395
45823,Frozen Tear of Elune,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Stamina: 63 -> 67; stat Intellect: 43 -> 45; stat SpellPower: 74 -> 78; stat MP5: 21 -> 22; stat SpellCrit: 41 -> 43; stat MeleeCrit: 41 -> 43,,,sold by  (0) in zone 4395
45824,Belt of the Singing Blade,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Strength: 87 -> 92; stat Stamina: 124 -> 131; stat SpellHit: 49 -> 52; stat SpellCrit: 60 -> 63; stat MeleeHit: 49 -> 52; stat MeleeCrit: 60 -> 63; stat Armor: 1321 -> 1355,,,sold by  (0) in zone 4395
45825,Shieldwarder Girdle,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Strength: 57 -> 60; stat Stamina: 127 -> 134; stat SpellHit: 56 -> 59; stat MeleeHit: 56 -> 59; stat Armor: 1321 -> 1355; stat Defense: 49 -> 52; stat Dodge: 60 -> 63,,,sold by  (0) in zone 4395
45826,Girdle of Unyielding Trust,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Stamina: 84 -> 89; stat Intellect: 57 -> 60; stat SpellPower: 100 -> 106; stat MP5: 30 -> 32; stat SpellCrit: 49 -> 52; stat MeleeCrit: 49 -> 52; stat Armor: 1321 -> 1355,,,sold by  (0) in zone 4395
45827,Belt of the Ardent Marksman,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Agility: 85 -> 90; stat Stamina: 67 -> 71; stat Intellect: 44 -> 47; stat SpellHit: 44 -> 47; stat SpellHaste: 49 -> 52; stat AttackPower: 120 -> 127; stat MeleeHit: 44 -> 47; stat MeleeHaste: 49 -> 52; stat Armor: 739 -> 758; stat RangedAttackPower: 120 -> 127,,,sold by  (0) in zone 4395
45828,Windchill Binding,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Stamina: 84 -> 89; stat Intellect: 56 -> 59; stat SpellPower: 100 -> 106; stat MP5: 25 -> 26; stat SpellHaste: 60 -> 63; stat MeleeHaste: 60 -> 63; stat Armor: 739 -> 758,,,sold by  (0) in zone 4395
45829,Belt of the Twilight Assassin,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Agility: 84 -> 89; stat Stamina: 84 -> 89; stat SpellHit: 49 -> 52; stat AttackPower: 124 -> 131; stat MeleeHit: 49 -> 52; stat Expertise: 57 -> 60; stat Armor: 333 -> 342; stat RangedAttackPower: 124 -> 131,,,sold by  (0) in zone 4395
45830,Belt of the Living Thicket,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Stamina: 73 -> 77; stat Intellect: 60 -> 63; stat Spirit: 56 -> 59; stat SpellPower: 100 -> 106; stat SpellHaste: 56 -> 59; stat MeleeHaste: 56 -> 59; stat Armor: 333 -> 342,,,sold by  (0) in zone 4395
45831,Sash of Potent Incantations,classic,226,232,vendor: ,,ilvl: 226 -> 232; stat Stamina: 73 -> 77; stat Intellect: 60 -> 63; stat Spirit: 60 -> 63; stat SpellPower: 100 -> 106; stat SpellCrit: 40 -> 42; stat MeleeCrit: 40 -> 42; stat Armor: 177 -> 182,,,sold by  (0) in zone 4395
